home,collection,genus,species,commonName,family,accession,provenance
BBG,Plant Family Collection,Acer,palmatum Butterfly',Japanese Maple,Sapindaceae,950286,G
BBG,Japanese Hill-and-Pond Garden,Acer,palmatum Dissectum',Japanese Maple,Sapindaceae,830438,G
BBG,Boundary Plantings,Acer,palmatum Dissectum',Japanese Maple,Sapindaceae,X02044,U
BBG,Japanese Hill-and-Pond Garden,Acer,palmatum Dissectum Group,Japanese Maple,Sapindaceae,X01963,U
BBG,Japanese Hill-and-Pond Garden,Acer,palmatum Dissectum Group,Japanese Maple,Sapindaceae,X01964,U
BBG,Bonsai,Acer,palmatum Inaba-shidare',Japanese Maple,Sapindaceae,990549,G
BBG,Bonsai,Acer,palmatum Kamagata',Japanese Maple,Sapindaceae,990552,G
BBG,Bonsai,Acer,palmatum Kashima',Japanese Maple,Sapindaceae,990547,G
BBG,Bonsai,Acer,palmatum Kiyohime',Japanese Maple,Sapindaceae,990548,G
BBG,Japanese Hill-and-Pond Garden,Acer,palmatum Lutescens',Japanese Maple,Sapindaceae,X01962,U
BBG,Japanese Hill-and-Pond Garden,Acer,palmatum Lutescens',Japanese Maple,Sapindaceae,X01992,U
BBG,Japanese Hill-and-Pond Garden,Acer,palmatum Lutescens',Japanese Maple,Sapindaceae,X01993,U
BBG,Japanese Hill-and-Pond Garden,Acer,palmatum Lutescens',Japanese Maple,Sapindaceae,X01994,U
BBG,Osborne Garden,Acer,palmatum Nomura-nishiki',Japanese Maple,Sapindaceae,620408,G
BBG,Osborne Garden,Acer,palmatum Ogon-sarasa',Japanese Maple,Sapindaceae,620423,G
BBG,Osborne Garden,Acer,palmatum Osakazuki',Japanese Maple,Sapindaceae,620399,G
BBG,Japanese Hill-and-Pond Garden,Acer,palmatum Sango-kaku',Japanese Maple,Sapindaceae,20000188,G
BBG,Osborne Garden,Acer,palmatum Sango-kaku',Japanese Maple,Sapindaceae,X10498,U
BBG,Japanese Hill-and-Pond Garden,Acer,palmatum Scolopendrifolium',Japanese Maple,Sapindaceae,20000335,G
BBG,Plant Family Collection,Acer,palmatum Scolopendrifolium',Japanese Maple,Sapindaceae,620424,G
BBG,Japanese Hill-and-Pond Garden,Acer,palmatum Seiryu',Japanese Maple,Sapindaceae,20000334,G
BBG,Bonsai,Acer,palmatum Shigitatsu-sawa',Japanese Maple,Sapindaceae,720206,G
BBG,Bonsai,Acer,palmatum Shin-deshojo',Japanese Maple,Sapindaceae,990551,G
BBG,Plant Family Collection,Acer,palmatum Shishi-gashira',Japanese Maple,Sapindaceae,620421,G
BBG,Plant Family Collection,Acer,palmatum Shishi-gashira',Japanese Maple,Sapindaceae,670457,G
BBG,Bonsai,Acer,palmatum Shishio Improved',Japanese Maple,Sapindaceae,990550,G
BBG,Bonsai,Acer,palmatum subsp. matsumurae,Japanese Maple,Sapindaceae,990540,G
BBG,Bonsai,Acer,palmatum subsp. matsumurae,Japanese Maple,Sapindaceae,990541,G
BBG,Bonsai,Acer,palmatum subsp. matsumurae,Japanese Maple,Sapindaceae,990543,G
BBG,Bonsai,Acer,palmatum subsp. matsumurae,Japanese Maple,Sapindaceae,990544,G
BBG,Bonsai,Acer,palmatum subsp. matsumurae,Japanese Maple,Sapindaceae,X00391,U
BBG,Japanese Hill-and-Pond Garden,Acer,palmatum Twombly's Red Sentinel',Japanese Maple,Sapindaceae,20000808,G
BBG,Osborne Garden,Acer,palmatum Wou-nishiki',Japanese Maple,Sapindaceae,620401,G
BBG,Plant Family Collection,Acer,pensylvanicum,Striped Maple,Sapindaceae,20000079,W
BBG,Native Flora Garden,Acer,pensylvanicum,Striped Maple,Sapindaceae,20090123,W
BBG,Native Flora Garden,Acer,pensylvanicum,Striped Maple,Sapindaceae,20130260,G
BBG,Native Flora Garden,Acer,pensylvanicum,Striped Maple,Sapindaceae,900071,G
BBG,Bonsai,Acer,platanoides,Norway Maple,Sapindaceae,X00406,U
BBG,Osborne Garden,Acer,platanoides Crimson King',Norway Maple,Sapindaceae,X02255,U
BBG,Woodland Garden,Acer,pseudoplatanus,Sycamore,Sapindaceae,X01137,U
BBG,Woodland Garden,Acer,pseudoplatanus,Sycamore,Sapindaceae,X01138,U
BBG,Phase 3B,Acer,pseudosieboldianum,Korean Maple,Sapindaceae,20190182,G
BBG,Boundary Plantings,Acer,× rotundilobum,Maple,Sapindaceae,740281,G
BBG,Native Flora Garden,Acer,rubrum,Red Maple,Sapindaceae,20000076,W
BBG,Native Flora Garden,Acer,rubrum,Red Maple,Sapindaceae,20090087,W
BBG,Native Flora Garden,Acer,rubrum,Red Maple,Sapindaceae,20120755,W
BBG,Bonsai,Acer,rubrum,Red Maple,Sapindaceae,X00392,U
BBG,Bonsai,Acer,rubrum,Red Maple,Sapindaceae,X00446,U
BBG,Bonsai,Acer,rubrum,Red Maple,Sapindaceae,X00547,U
BBG,Bonsai,Acer,rubrum,Red Maple,Sapindaceae,X00600,U
BBG,Bonsai,Acer,rubrum,Red Maple,Sapindaceae,X00606,U
BBG,Native Flora Garden,Acer,rubrum,Red Maple,Sapindaceae,X02888,U
BBG,Native Flora Garden,Acer,rubrum,Red Maple,Sapindaceae,X10134,U
BBG,Native Flora Garden,Acer,rubrum,Red Maple,Sapindaceae,X10135,U
BBG,Native Flora Garden,Acer,rubrum,Red Maple,Sapindaceae,X10137,U
BBG,Native Flora Garden,Acer,rubrum,Red Maple,Sapindaceae,X10138,U
BBG,Native Flora Garden,Acer,rubrum,Red Maple,Sapindaceae,X10139,U
BBG,Native Flora Garden,Acer,rubrum,Red Maple,Sapindaceae,X10190,U
BBG,Discovery Garden,Acer,rubrum Frank Junior',Redpointe® Maple,Sapindaceae,20140687,G
BBG,Phase 3B,Acer,rufinerve,Snake-Bark Maple,Sapindaceae,20190183,G
BBG,Native Flora Garden,Acer,saccharinum,Silver Maple,Sapindaceae,X10212,U
BBG,Osborne Garden,Acer,saccharinum Laciniatum Wieri',Wier Maple,Sapindaceae,X02257,U
BBG,Native Flora Garden,Acer,saccharum,Sugar Maple,Sapindaceae,20090068,W
BBG,Bonsai,Acer,saccharum,Sugar Maple,Sapindaceae,X00557,U
BBG,Native Flora Garden,Acer,saccharum,Sugar Maple,Sapindaceae,X10041,U
BBG,Native Flora Garden,Acer,saccharum,Sugar Maple,Sapindaceae,X10119,U
BBG,Native Flora Garden,Acer,saccharum,Sugar Maple,Sapindaceae,X10120,U
BBG,Native Flora Garden,Acer,saccharum,Sugar Maple,Sapindaceae,X10121,U
BBG,Native Flora Garden,Acer,saccharum,Sugar Maple,Sapindaceae,X10132,U
BBG,Native Flora Garden,Acer,saccharum,Sugar Maple,Sapindaceae,X10213,U
BBG,Discovery Garden,Acer,saccharum Bailsta',Fall Fiesta® Sugar Maple,Sapindaceae,20140683,G
BBG,Discovery Garden,Acer,saccharum Bailsta',Fall Fiesta® Sugar Maple,Sapindaceae,20160300,G
BBG,Plant Family Collection,Acer,saccharum Goldspire',Sugar Maple,Sapindaceae,890271,G
BBG,Native Flora Garden,Acer,saccharum subsp. nigrum,Black Maple,Sapindaceae,20011162,W
BBG,Phase 3B,Acer,shirasawanum Aureum',Golden Full Moon Maple,Sapindaceae,20190472,G
BBG,Phase 3B,Acer,sieboldianum,Siebold's Maple,Sapindaceae,20190339,G
BBG,Woodland Garden,Acer,sieboldianum,Siebold's Maple,Sapindaceae,X01040,U
BBG,Plant Family Collection,Acer,tataricum,Tatarian Maple,Sapindaceae,20001354,W
BBG,Boundary Plantings,Acer,tataricum,Tatarian Maple,Sapindaceae,750047,U
BBG,Plant Family Collection,Acer,tegmentosum,Manchurian Striped Maple,Sapindaceae,930626,G
BBG,Phase 3B,Acer,tegmentosum Joe Witt',Manchurian Striped Maple,Sapindaceae,20190190,G
BBG,Phase 3B,Acer,triflorum,Three Flowered Maple,Sapindaceae,20190175,G
BBG,Phase 3B,Acer,triflorum,Three Flowered Maple,Sapindaceae,20190206,G
BBG,Phase 3B,Acer,triflorum,Three Flowered Maple,Sapindaceae,20190340,G
BBG,Phase 3B,Acer,truncatum,Shantung Maple,Sapindaceae,20190431,G
BBG,Phase 3B,Acer,White Tigress',White Tigress' Snakebark Maple,Sapindaceae,20190191,G
BBG,Cherry Esplanade,Prunus,#N/A,Japanese Flowering Cherry,Rosaceae,250005,U
BBG,Cherry Esplanade,Prunus,#N/A,Japanese Flowering Cherry,Rosaceae,300007,G
BBG,Cherry Esplanade,Prunus,#N/A,Japanese Flowering Cherry,Rosaceae,940417,G
BBG,Cherry Esplanade,Prunus,#N/A,Japanese Flowering Cherry,Rosaceae,X01619,U
BBG,Nursery,Prunus,Accolade',Flowering Cherry,Rosaceae,20140735,G
BBG,Japanese Hill-and-Pond Garden,Prunus,Accolade',Flowering Cherry,Rosaceae,900421,G
BBG,Osborne Garden,Prunus,Ariake',Japanese Flowering Cherry,Rosaceae,20140356,G
BBG,Boundary Plantings,Prunus,Ariake',Japanese Flowering Cherry,Rosaceae,20150106,G
BBG,Japanese Hill-and-Pond Garden,Prunus,Ariake',Japanese Flowering Cherry,Rosaceae,861174,G
BBG,Discovery Garden,Prunus,armeniaca Blenheim',Apricot,Rosaceae,20150363,G
BBG,Herb Garden,Prunus,armeniaca Stark Sweetheart = Homedale',Dwarf Apricot,Rosaceae,20120856,G
BBG,Herb Garden,Prunus,armeniaca Stark Sweetheart = Homedale',Dwarf Apricot,Rosaceae,20130776,G
BBG,Boundary Plantings,Prunus,avium Black Tartarian',Sweet Cherry,Rosaceae,20090440,G
BBG,Boundary Plantings,Prunus,avium Sam',Sweet Cherry,Rosaceae,20090443,G
BBG,Boundary Plantings,Prunus,avium Schmidt’s Bigarreau',Sweet Cherry,Rosaceae,20090433,G
BBG,Herb Garden,Prunus,avium White Gold',Sweet Cherry,Rosaceae,20100973,G
BBG,Nursery,Prunus,Bennishi',Japanese Flowering Cherry,Rosaceae,20140732,G
BBG,Plant Family Collection,Prunus,cerasifera,Cherry Plum,Rosaceae,20030626,G
BBG,Nursery,Prunus,cerasifera,Cherry Plum,Rosaceae,20130690,W
BBG,Herb Garden,Prunus,cerasus Montmorency',Sour Cherry,Rosaceae,20090431,G
BBG,Discovery Garden,Prunus,cerasus Montmorency',Sour Cherry,Rosaceae,20150293,G
BBG,Plant Family Collection,Prunus,cerasus Rhexii',Sour Cherry,Rosaceae,X02511,U
BBG,Cherry Esplanade,Prunus,× dawyckensis,Cherry,Rosaceae,860158,U
BBG,Herb Garden,Prunus,domestica cv.,European Plum,Rosaceae,20101010,U
BBG,Boundary Plantings,Prunus,domestica Impérial Epineuse',Plum,Rosaceae,20090442,G
BBG,Herb Garden,Prunus,domestica Stanley',Plum,Rosaceae,20100977,G
BBG,Japanese Hill-and-Pond Garden,Prunus,Fudan-zakura',Everblooming Cherry,Rosaceae,860176,G
BBG,Streetscape,Prunus,Fudan-zakura',Everblooming Cherry,Rosaceae,870125,G
BBG,Washington Avenue Borders,Prunus,Fudan-zakura',Everblooming Cherry,Rosaceae,950132,G
BBG,Osborne Garden,Prunus,Fugenzo',Flowering Cherry,Rosaceae,X02461,U
BBG,Boundary Plantings,Prunus,glandulosa Sinensis',Flowering Almond,Rosaceae,800008,G
BBG,Nursery,Prunus,Gyoiko',Japanese Flowering Cherry,Rosaceae,20170362,G
BBG,Nursery,Prunus,Hatazakura',Flag Cherry,Rosaceae,20140729,G
BBG,Osborne Garden,Prunus,Hatazakura',Flag Cherry,Rosaceae,X02463,U
BBG,Plant Family Collection,Prunus,hirtipes,Early Flowering Cherry,Rosaceae,700202,G
BBG,Fragrance Garden,Prunus,Ichiyo',Japanese Flowering Cherry,Rosaceae,X02651,U
BBG,Nursery,Prunus,incisa Kojo-no-mai',Fuji Cherry,Rosaceae,20080418,G
BBG,Plant Family Collection,Prunus,japonica,Japanese Bush Cherry,Rosaceae,20011173,G
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,20030042,G
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,20070244,G
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,20080395,G
BBG,Bonsai,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,20120570,G
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,20130738,G
BBG,Nursery,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,20190256,G
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,210004,G
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,700089,G
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,710066,G
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,790118,G
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,800051,G
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,810099,G
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,820123,G
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,830229,G
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,840229,G
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,850237,G
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,850238,G
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,850239,G
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,850240,G
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,850241,G
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,850242,G
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,850246,G
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,860523,G
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,870416,G
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,900197,G
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,910295,G
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,920362,G
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,930234,G
BBG,Bonsai,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,991492,G
BBG,Japanese Hill-and-Pond Garden,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,X00169,U
BBG,Osborne Garden,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,X02464,U
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,X10382,U
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,X10384,U
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,X10385,U
BBG,Cherry Esplanade,Prunus,Kanzan',Japanese Flowering Cherry,Rosaceae,X10386,U
BBG,Boundary Plantings,Prunus,laurocerasus,Cherry Laurel,Rosaceae,920759,G
BBG,Washington Avenue Borders,Prunus,laurocerasus,Cherry Laurel,Rosaceae,970283,G
BBG,Plant Family Collection,Prunus,laurocerasus Mount Vernon',Cherry Laurel,Rosaceae,20130241,G
BBG,Plant Family Collection,Prunus,laurocerasus Otto Luyken',Cherry Laurel,Rosaceae,20100330,G
BBG,Entry Garden,Prunus,laurocerasus Otto Luyken',Cherry Laurel,Rosaceae,20140831,G
BBG,Entry Garden,Prunus,laurocerasus Otto Luyken',Cherry Laurel,Rosaceae,20140832,G
BBG,Entry Garden,Prunus,laurocerasus Otto Luyken',Cherry Laurel,Rosaceae,20150279,G
BBG,Children’s Garden,Prunus,laurocerasus Otto Luyken',Cherry Laurel,Rosaceae,20160333,G
BBG,Native Flora Garden,Prunus,maritima,Beach Plum,Rosaceae,830228,G
BBG,Bonsai,Prunus,maritima,Beach Plum,Rosaceae,X00836,U
BBG,Bonsai,Prunus,maritima,Beach Plum,Rosaceae,X02759,U
BBG,Bonsai,Prunus,maritima,Beach Plum,Rosaceae,X02765,U
BBG,Herb Garden,Prunus,Moongold',Moongold Apricot,Rosaceae,20090439,G
BBG,Boundary Plantings,Prunus,Moorpark Improved',Apricot,Rosaceae,20020271,G
BBG,Herb Garden,Prunus,mume,Japanese Apricot,Rosaceae,20101047,G
BBG,Nursery,Prunus,mume,Japanese Apricot,Rosaceae,20140242,G
BBG,Bonsai,Prunus,mume,Japanese Apricot,Rosaceae,991496,G
BBG,Bonsai,Prunus,mume,Japanese Apricot,Rosaceae,991497,G
BBG,Bonsai,Prunus,mume,Japanese Apricot,Rosaceae,991498,G
BBG,Bonsai,Prunus,mume,Japanese Apricot,Rosaceae,991500,G
BBG,Bonsai,Prunus,mume,Japanese Apricot,Rosaceae,991501,G
BBG,Bonsai,Prunus,mume,Japanese Apricot,Rosaceae,X00431,U
BBG,Bonsai,Prunus,mume Andoh's White',Japanese Apricot,Rosaceae,990524,G
BBG,Washington Avenue Borders,Prunus,mume Bonita',Japanese Apricot,Rosaceae,990028,G
BBG,Bonsai,Prunus,mume Bonita',Japanese Apricot,Rosaceae,990518,G
BBG,Bonsai,Prunus,mume Kobai',Japanese Apricot,Rosaceae,990517,G
BBG,Cherry Esplanade,Prunus,Ojochin',Japanese Flowering Cherry,Rosaceae,840777,G
BBG,Cherry Esplanade,Prunus,Okame',Japanese Flowering Cherry,Rosaceae,710028,G
BBG,Streetscape,Prunus,Okame',Japanese Flowering Cherry,Rosaceae,900682,G
BBG,Native Flora Garden,Prunus,padus,European Bird-Cherry,Rosaceae,X02828,U
BBG,Native Flora Garden,Prunus,padus,European Bird-Cherry,Rosaceae,X02830,U
BBG,Native Flora Garden,Prunus,padus,European Bird-Cherry,Rosaceae,X02831,U
BBG,Native Flora Garden,Prunus,padus,European Bird-Cherry,Rosaceae,X02958,U
BBG,Native Flora Garden,Prunus,padus,European Bird-Cherry,Rosaceae,X10126,U
BBG,Native Flora Garden,Prunus,padus,European Bird-Cherry,Rosaceae,X10129,U
BBG,Japanese Hill-and-Pond Garden,Prunus,pendula Pendula Rosea',Weeping Higan Cherry,Rosaceae,20020262,G
BBG,Nursery,Prunus,pendula Pendula Rosea',Weeping Higan Cherry,Rosaceae,20160168,G
BBG,Cherry Esplanade,Prunus,pendula Pendula Rosea',Weeping Higan Cherry,Rosaceae,270009,G
BBG,Japanese Hill-and-Pond Garden,Prunus,pendula Pendula Rosea',Weeping Higan Cherry,Rosaceae,810098,G
BBG,Japanese Hill-and-Pond Garden,Prunus,pendula Pendula Rosea',Weeping Higan Cherry,Rosaceae,X00146,U
BBG,Japanese Hill-and-Pond Garden,Prunus,pendula Pendula Rosea',Weeping Higan Cherry,Rosaceae,X01998,U
BBG,Japanese Hill-and-Pond Garden,Prunus,pendula Pendula Rosea',Weeping Higan Cherry,Rosaceae,X02000,U
BBG,Japanese Hill-and-Pond Garden,Prunus,pendula Pendula Rosea',Weeping Higan Cherry,Rosaceae,X02050,U
BBG,Japanese Hill-and-Pond Garden,Prunus,pendula Pendula Rosea',Weeping Higan Cherry,Rosaceae,X02051,U
BBG,Japanese Hill-and-Pond Garden,Prunus,pendula Pendula Rosea',Weeping Higan Cherry,Rosaceae,X02084,U
BBG,Japanese Hill-and-Pond Garden,Prunus,pendula Pendula Rosea',Weeping Higan Cherry,Rosaceae,X02086,U
BBG,Japanese Hill-and-Pond Garden,Prunus,pendula Yae-beni-shidare',Japanese Flowering Cherry,Rosaceae,20000007,G
BBG,Cherry Esplanade,Prunus,pendula Yae-beni-shidare',Japanese Flowering Cherry,Rosaceae,20120184,G
BBG,Japanese Hill-and-Pond Garden,Prunus,pendula Yae-beni-shidare',Japanese Flowering Cherry,Rosaceae,X02001,U
BBG,Herb Garden,Prunus,persica Bonfire',Bonfire Peach,Rosaceae,20120862,G
BBG,Herb Garden,Prunus,persica Golden Jubilee',Golden Jubilee Peach,Rosaceae,20090446,G
BBG,Herb Garden,Prunus,persica Halehaven',Halehaven Peach,Rosaceae,20090432,G
BBG,Bonsai,Prunus,persica Pink Charming',Peach,Rosaceae,970704,G
BBG,Herb Garden,Prunus,persica Reliance',Reliance Peach,Rosaceae,20090463,G
BBG,Plant Family Collection,Prunus,pilosiuscula,Flowering Cherry,Rosaceae,20060988,Z
BBG,Plant Family Collection,Prunus,sargentii Columnaris',Sargent Cherry,Rosaceae,900424,G
BBG,Bonsai,Prunus,serotina,Wild Black Cherry,Rosaceae,20110014,W
BBG,Woodland Garden,Prunus,serotina,Wild Black Cherry,Rosaceae,X01136,U
BBG,Native Flora Garden,Prunus,serotina,Wild Black Cherry,Rosaceae,X02959,U
BBG,Native Flora Garden,Prunus,serotina,Wild Black Cherry,Rosaceae,X02964,U
BBG,Native Flora Garden,Prunus,serotina,Wild Black Cherry,Rosaceae,X10223,U
BBG,Nursery,Prunus,serrula,Red-Barked Cherry,Rosaceae,20160145,G
BBG,Osborne Garden,Prunus,serrulata,Japanese Flowering Cherry,Rosaceae,X02458,U
BBG,Bonsai,Prunus,serrulata Beni Hoshi',Japanese Flowering Cherry,Rosaceae,991491,G
BBG,Nursery,Prunus,serrulata Kuramayama',Japanese Flowering Cherry,Rosaceae,20170363,G
BBG,Cherry Esplanade,Prunus,serrulata Kuramayama',Japanese Flowering Cherry,Rosaceae,860169,G
BBG,Japanese Hill-and-Pond Garden,Prunus,serrulata Ukon',Japanese Flowering Cherry,Rosaceae,700203,G
BBG,Japanese Hill-and-Pond Garden,Prunus,serrulata Ukon',Japanese Flowering Cherry,Rosaceae,840778,G
BBG,Japanese Hill-and-Pond Garden,Prunus,serrulata Ukon',Japanese Flowering Cherry,Rosaceae,X01949,U
BBG,Japanese Hill-and-Pond Garden,Prunus,serrulata var. spontanea,Hill Cherry,Rosaceae,X00170,U
BBG,Nursery,Prunus,Shirofugen',Japanese Flowering Cherry,Rosaceae,20150785,G
BBG,Osborne Garden,Prunus,Shirofugen',Japanese Flowering Cherry,Rosaceae,20160143,G
BBG,Japanese Hill-and-Pond Garden,Prunus,Shirotae',Japanese Flowering Cherry,Rosaceae,20000337,G
BBG,Nursery,Prunus,Shirotae',Japanese Flowering Cherry,Rosaceae,20150786,G
BBG,Overlook,Prunus,Shirotae',Japanese Flowering Cherry,Rosaceae,710334,G
BBG,Osborne Garden,Prunus,Shirotae',Japanese Flowering Cherry,Rosaceae,X02465,U
BBG,Japanese Hill-and-Pond Garden,Prunus,Shogetsu',Japanese Flowering Cherry,Rosaceae,700204,G
BBG,Osborne Garden,Prunus,Shogetsu',Japanese Flowering Cherry,Rosaceae,710341,G
BBG,Japanese Hill-and-Pond Garden,Prunus,Snow Goose',Japanese Flowering Cherry,Rosaceae,20160144,G
BBG,Japanese Hill-and-Pond Garden,Prunus,sp.,,Rosaceae,20001438,G
